text,label_text,Predicted_label
A pending transaction I never made just showed up; can it be stopped before it posts?,card_payment_not_recognised,pending_transfer
The merchant descriptor is unclear—can you provide full details so I can verify?,card_payment_not_recognised,why_verify_identity
I’m seeing a card-present charge in another city while my card is with me.,card_payment_not_recognised,direct_debit_payment_not_recognised
This looks like a subscription renewal I canceled—please reverse and block future debits.,card_payment_not_recognised,request_refund
There’s a wallet/tokenized payment I don’t recognize—was my card added to a device?,card_payment_not_recognised,card_payment_not_recognised
Two duplicate charges from a store I’ve never used—please investigate.,card_payment_not_recognised,transaction_charged_twice
I noticed small “test” charges I didn’t approve—can you block and refund them?,card_payment_not_recognised,direct_debit_payment_not_recognised
My statement lists a foreign-currency purchase I didn’t make; what’s the next step?,card_payment_not_recognised,card_payment_wrong_exchange_rate
Please open a fraud case; I didn’t make this late-night online purchase.,card_payment_not_recognised,compromised_card
I see an unfamiliar marketplace/platform charge that doesn’t match any order—trace it and reverse.,card_payment_not_recognised,direct_debit_payment_not_recognised
The app shows a payment from days ago that isn’t mine—can I still get my money back?,card_payment_not_recognised,reverted_card_payment?
There’s a card payment with a name I’ve never seen—explain what it is and how to dispute.,card_payment_not_recognised,card_payment_not_recognised
I think someone accessed my card—several unauthorized transactions appeared today.,card_payment_not_recognised,compromised_card
A transaction was made with my card while I was at work—lock the card and help me recover funds.,card_payment_not_recognised,card_not_working
The exchange rate on my card payment looks wrong.,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate
I was charged a bad rate for a foreign purchase.,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate
Why is the FX rate on my payment different than expected?,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate
My card used the wrong exchange rate on a purchase abroad.,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate
I think I was overcharged because of an incorrect exchange rate.,card_payment_wrong_exchange_rate,wrong_exchange_rate_for_cash_withdrawal
The rate you applied isn’t the official interbank rate.,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate
My transaction shows a worse exchange rate than market.,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate
Why was my card converted at such a poor rate?,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate
This payment used the wrong currency conversion.,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate
Please check—my exchange rate for that purchase is incorrect.,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate
Last Saturday’s payment seems overcharged—the exchange rate looks off compared to market.,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate
I bought something overseas and the conversion used on my card doesn’t match the interbank rate—can you verify and fix it?,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate
Your app shows a much worse FX rate than I see on Google/Bloomberg for the same time; was the wrong rate applied?,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate
I paid in a foreign currency and the posted amount suggests a markup—can you confirm the source and timestamp of the FX rate used?,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate
I converted RUB to GBP and the outcome is far below the mid-market rate—please review the calculation and refund the difference.,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate
This international purchase settled at a rate far from the authorization day’s market rate—what rate source are you using?,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate
"I was charged more than expected for a holiday purchase; the FX calculation looks wrong, please investigate.",card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate
Why does my statement show a different exchange rate than the one displayed at checkout for the same currency pair?,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate
"The exchange applied to my card payment seems incorrect—can you share the exact rate, date/time, and any markup used?",card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate
I suspect the wrong FX rate was applied to my purchase last weekend; please audit the conversion and adjust my charge.,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate
The merchant may have used dynamic currency conversion (DCC) without my consent—the rate is terrible; can you reverse and reprocess in local currency?,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate
My hotel pre-authorization later settled at a much worse FX rate—was the conversion done at settlement with a markup?,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate
Two identical foreign transactions on consecutive days show wildly different rates—please reconcile authorization vs settlement FX.,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate
I compared the card’s FX to the official interbank tick at that timestamp and the spread is excessive—provide the rate source and spread policy.,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate
"A RUB→GBP transaction ran on a weekend/holiday window, but the applied rate still looks wrong—please reprice using the correct next-business-day rate.",card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate
The ATM kept my card; what should I do?,card_swallowed,card_swallowed
My card got stuck in the ATM—how can I get it back?,card_swallowed,card_swallowed
An ATM didn’t return my card; what’s the next step?,card_swallowed,card_swallowed
The cash machine ate my card; how do I get a new one?,card_swallowed,card_swallowed
Your ATM took my card; who do I contact?,card_swallowed,card_swallowed
I can’t retrieve my card from the ATM—help.,card_swallowed,card_swallowed
ATM swallowed my card—what now?,card_swallowed,card_swallowed
My card stayed inside the ATM; please advise.,card_swallowed,card_swallowed
The ATM didn’t give my card back; how do I report this?,card_swallowed,card_swallowed
Card trapped in ATM—how do I recover it?,card_swallowed,card_swallowed
The ATM at my branch retained my card after a withdrawal; the branch is closed—how can I escalate and get a replacement quickly?,card_swallowed,card_swallowed
During a cash withdrawal the screen timed out and the machine kept my card—can you block it and issue a new one?,card_swallowed,card_swallowed
An ATM on High St. Kensington didn’t return my card; what’s the process to retrieve it or get a replacement today?,card_swallowed,card_swallowed
"I entered my PIN, took the cash, but the card never came back—how do I secure my account and request a new card?",card_swallowed,card_swallowed
A supermarket ATM captured my card after an error message; do I need to contact the ATM owner or you first?,card_swallowed,card_swallowed
The machine “retained card for security reasons”—can you explain why and what I should do to get access again?,card_swallowed,card_swallowed
I was mid-transaction when the ATM rebooted and kept my card—please block the card and tell me how to get a new one fast.,card_swallowed,card_swallowed
Tourist here: a foreign ATM held onto my card—how do I protect my account and arrange an emergency replacement abroad?,card_swallowed,wrong_exchange_rate_for_cash_withdrawal
I forgot to remove my card before the timeout and it got retained—what are the steps to retrieve it or replace it?,card_swallowed,lost_or_stolen_card
The ATM at Metro Bank swallowed my card after a chip read error—how do I file a claim and get a replacement expedited?,card_swallowed,card_swallowed
ATM ate it—what should I do next to secure my account and get a replacement quickly?,card_swallowed,declined_cash_withdrawal
My card is stuck and the ATM just shut down—can you guide me on blocking it and what happens next?,card_swallowed,card_swallowed
The machine kept my card; please lock the card now and explain how I can recover it or get a new one.,card_swallowed,card_linking
An ATM retained my card—I need a replacement as soon as possible; what are the exact steps?,card_swallowed,card_swallowed
My card is still in the slot and won’t come out—how do we fix this and ensure my funds stay safe?,card_swallowed,top_up_failed
Why is there a fee when I withdraw cash?,cash_withdrawal_charge,cash_withdrawal_charge
I got charged for taking money out—why?,cash_withdrawal_charge,cash_withdrawal_charge
Why did my ATM withdrawal include an extra charge?,cash_withdrawal_charge,cash_withdrawal_charge
Is there a fee for cash withdrawals from ATMs?,cash_withdrawal_charge,cash_withdrawal_charge
I withdrew cash and saw a separate fee; what is it for?,cash_withdrawal_charge,cash_withdrawal_charge
Why am I paying to get my own cash?,cash_withdrawal_charge,cash_withdrawal_charge
Since when do you charge for ATM cash outs?,cash_withdrawal_charge,cash_withdrawal_charge
How much is the cash withdrawal fee now?,cash_withdrawal_charge,cash_withdrawal_charge
Why was I charged after pulling cash at the machine?,cash_withdrawal_charge,cash_withdrawal_charge
Do cash withdrawals cost anything with this card?,cash_withdrawal_charge,cash_withdrawal_charge
"I just withdrew cash at a supermarket ATM I’ve used before with no charges, but this time there’s a new fee—have your policies changed and how can I avoid it?",cash_withdrawal_charge,cash_withdrawal_charge
"Earlier today I took out money after shopping, and my statement shows an extra line for an ATM fee; can you explain the amount and when it applies?",cash_withdrawal_charge,cash_withdrawal_charge
My account was debited more than the cash I took out—please break down the ATM operator surcharge versus your own withdrawal fee.,cash_withdrawal_charge,wrong_amount_of_cash_received
"I thought in-network withdrawals were free, but I used an ATM in a convenience store and got charged—does location or network affect the fee?",cash_withdrawal_charge,cash_withdrawal_charge
"After a cash withdrawal abroad I was hit with a fee I’ve never seen; is this from you, the ATM owner, or both, and how can I minimize it next time?",cash_withdrawal_charge,wrong_exchange_rate_for_cash_withdrawal
"I withdrew £200 and there’s a percentage-looking fee on top—do you charge a flat fee, a percentage, or a mix depending on the country or ATM?",cash_withdrawal_charge,cash_withdrawal_charge
My plan says a monthly free withdrawal allowance—why did I get charged when I’m sure I’m still under the limit?,cash_withdrawal_charge,cash_withdrawal_charge
I used the same ATM twice today; the first was free but the second had a charge—are multiple withdrawals on the same day treated differently?,cash_withdrawal_charge,transaction_charged_twice
There’s a fee line that says “Cash withdrawal—adj.” on my statement; what does that descriptor mean and how is it calculated?,cash_withdrawal_charge,cash_withdrawal_charge
I chose “withdraw without conversion” on a foreign ATM and still got a fee—was that the ATM owner’s surcharge or your cash withdrawal fee?,cash_withdrawal_charge,wrong_exchange_rate_for_cash_withdrawal
"ATM fee just appeared after years of free cash—did you change terms recently, and where can I see the current tariff?",cash_withdrawal_charge,cash_withdrawal_charge
Pulled cash at the airport and got stung with an extra amount—airport surcharge or your fee?,cash_withdrawal_charge,cash_withdrawal_charge
Cash out → extra line item → why?,cash_withdrawal_charge,top_up_by_cash_or_cheque
ATM w/d shows +$3 I didn’t expect—explain.,cash_withdrawal_charge,wrong_amount_of_cash_received
Charged for cash at machine—normal or error?,cash_withdrawal_charge,cash_withdrawal_charge
"I see a cash withdrawal in the app, but I didn’t make it.",cash_withdrawal_not_recognised,cash_withdrawal_not_recognised
There’s an ATM cash-out on my statement that isn’t mine.,cash_withdrawal_not_recognised,cash_withdrawal_not_recognised
Why does my account show a cash withdrawal I don’t recognize?,cash_withdrawal_not_recognised,cash_withdrawal_not_recognised
"The app says I withdrew cash, but I never did.",cash_withdrawal_not_recognised,cash_withdrawal_not_recognised
I have a cash withdrawal on my card that I didn’t authorize.,cash_withdrawal_not_recognised,cash_withdrawal_not_recognised
There’s money taken out that I didn’t withdraw.,cash_withdrawal_not_recognised,cash_withdrawal_not_recognised
An ATM withdrawal appeared on my account and it wasn’t me.,cash_withdrawal_not_recognised,cash_withdrawal_not_recognised
I didn’t take out this cash that’s showing on my statement.,cash_withdrawal_not_recognised,cash_withdrawal_not_recognised
Why is there an unfamiliar cash withdrawal on my account?,cash_withdrawal_not_recognised,cash_withdrawal_not_recognised
I’m seeing a cash withdrawal I don’t recall making.,cash_withdrawal_not_recognised,cash_withdrawal_not_recognised
Urgent—my wallet was stolen an hour ago and I already see a cash withdrawal; please freeze my card before more money is taken.,cash_withdrawal_not_recognised,cash_withdrawal_not_recognised
"I still have my card with me, yet a £500 ATM withdrawal just posted—this looks like card cloning; what can we do right now?",cash_withdrawal_not_recognised,pending_cash_withdrawal
"The app pushed a notification that I withdrew cash, but I wasn’t anywhere near an ATM; can you investigate and reverse it?",cash_withdrawal_not_recognised,cash_withdrawal_not_recognised
I’ve found a large cash withdrawal from an ATM in a town I’ve never visited—how do I dispute this and lock my card immediately?,cash_withdrawal_not_recognised,cash_withdrawal_not_recognised
There are multiple cash withdrawals over the last two days that I don’t recognize; please block further transactions and help me recover the funds.,cash_withdrawal_not_recognised,cash_withdrawal_not_recognised
"I tried to pay for lunch and got declined, then noticed a $500 cash withdrawal I didn’t make—can you check for fraud and secure my account?",cash_withdrawal_not_recognised,declined_cash_withdrawal
My statement shows an ATM cash-out at 03:12 AM while I was at home; I need this investigated and my card frozen right away.,cash_withdrawal_not_recognised,cash_withdrawal_not_recognised
I lost my wallet and now see a cash withdrawal pending—please cancel the card and advise me on next steps to get a refund.,cash_withdrawal_not_recognised,Refund_not_showing_up
"I received an SMS about a successful ATM withdrawal, but I was at work the whole time; how do I report and reverse this?",cash_withdrawal_not_recognised,declined_cash_withdrawal
There’s a cash withdrawal at a foreign ATM I’ve never used; can you stop any further withdrawals and help me file a dispute?,cash_withdrawal_not_recognised,wrong_exchange_rate_for_cash_withdrawal
WD £500 not me—still have card; freeze asap?,cash_withdrawal_not_recognised,reverted_card_payment?
App shows “ATM WD — Central Plz” and I’ve never been there; what now?,cash_withdrawal_not_recognised,atm_support
Cash-out txn just hit; I didn’t do it—need acct hold + dispute form.,cash_withdrawal_not_recognised,direct_debit_payment_not_recognised
ATM wdrl in another city; card in my pocket—possible skim/clone?,cash_withdrawal_not_recognised,atm_support
Unrec. ATM WD on stmt (ref: ATM#0421); please block card + investigate.,cash_withdrawal_not_recognised,atm_support
Can I change my PIN?,change_pin,change_pin
How do I change my card PIN?,change_pin,change_pin
Can I change my PIN at an ATM?,change_pin,change_pin
Do I need to visit a branch to change my PIN?,change_pin,change_pin
Can I change my PIN while abroad?,change_pin,change_pin
Where in the app can I update my PIN?,change_pin,change_pin
I need to set a new PIN.,change_pin,change_pin
Which cash machines let me change my PIN?,change_pin,change_pin
Can I pick a new PIN number today?,change_pin,change_pin
Is it possible to change my PIN remotely?,change_pin,change_pin
"I’m traveling in Spain and suspect someone saw my PIN at a café; can I change it at a local ATM here, or do I need the app or a branch?",change_pin,change_pin
I want to replace my current PIN immediately because I think it’s been compromised; please explain all the ways to change it without visiting a bank.,change_pin,change_pin
"If I’m in Austria right now, can I use any Visa/Mastercard ATM with PIN services to change my code, or do I have to wait until I’m home?",change_pin,change_pin
My phone is with me but I can’t get to a branch this week; how can I reset my PIN securely using the app or at a nearby machine?,change_pin,change_pin
"I need to change my PIN today due to shoulder-surfing on the metro; which ATMs support PIN change, and is there any limit on how often I can do it?",change_pin,change_pin
"While abroad, my card was nearly skimmed; please walk me through changing the PIN at an ATM, and tell me if certain countries or networks don’t support it.",change_pin,change_pin
"I forgot my PIN twice and worry I’ll lock the card; how do I set a new one safely, and does the app require re-verification afterward?",change_pin,pin_blocked
Can you outline the exact steps to change my PIN—from the app settings to confirming at an ATM—so I’m sure the new code is active everywhere?,change_pin,change_pin
I’m on holiday and can’t freeze the card because I need access; how quickly can I change my PIN and will contactless continue working afterward?,change_pin,contactless_not_working
"If my PIN may have been exposed, can I select a new one that takes effect immediately, and do I need to do a chip-and-PIN transaction to finalize it?",change_pin,pin_blocked
chg PIN how? app or ATM?,change_pin,atm_support
PIN reset abroad ok?,change_pin,change_pin
Need new PIN asap—branchless options?,change_pin,get_physical_card
ATM PIN chg: which ones?,change_pin,get_physical_card
"Can I do a PIN chg rn, traveling EU?",change_pin,change_pin
Where is my refund? I still can’t see it in my account.,Refund_not_showing_up,Refund_not_showing_up
Why isn’t my refund showing on my statement yet?,Refund_not_showing_up,Refund_not_showing_up
I’m missing a refund—can you check it?,Refund_not_showing_up,request_refund
I requested a refund but it’s not in my account.,Refund_not_showing_up,Refund_not_showing_up
When will my refund appear?,Refund_not_showing_up,Refund_not_showing_up
My refund hasn’t posted—what’s the holdup?,Refund_not_showing_up,Refund_not_showing_up
I returned an item but the refund isn’t visible.,Refund_not_showing_up,Refund_not_showing_up
Why don’t I see the refund you promised?,Refund_not_showing_up,Refund_not_showing_up
"The merchant said they sent a refund, but I can’t find it.",Refund_not_showing_up,Refund_not_showing_up
Please help—my refund is still not there.,Refund_not_showing_up,Refund_not_showing_up
"I requested a refund from the merchant over a week ago and have checked my statement daily, but there’s no sign of it; can you confirm whether the funds reached you and when they’ll post to my account?",Refund_not_showing_up,Refund_not_showing_up
"I was told my return would be credited within a few days, yet my statement still shows nothing—could you verify the refund status and let me know if additional action is needed on my side?",Refund_not_showing_up,Refund_not_showing_up
"I initiated a refund for a faulty purchase last Tuesday; the merchant claims it was processed, but my balance hasn’t changed—can you trace the transaction and advise when it will reflect?",Refund_not_showing_up,Refund_not_showing_up
"My retailer confirmed a refund was issued, but I can’t see any pending or posted credit—please check if the refund is in transit, rejected, or delayed, and what timeline I should expect.",Refund_not_showing_up,Refund_not_showing_up
"I followed your guidance, contacted the seller, and they promised a refund; however, my account still shows no credit—could you investigate whether the funds are waiting to be applied or were never sent?",Refund_not_showing_up,Refund_not_showing_up
"It’s been nearly two weeks since I requested a refund for a returned order; the merchant insists it’s done, but my statement remains unchanged—can you escalate this and confirm the exact posting date?",Refund_not_showing_up,Refund_not_showing_up
"I can’t locate a large refund I’m expecting; the order was returned and approved, yet neither pending nor posted entries appear—please verify the acquirer reference and whether the credit is on hold.",Refund_not_showing_up,Refund_not_showing_up
"My statement history lacks any reference to the refund I was promised—can you check if it’s pending settlement, stuck with the merchant, or requires additional verification before it posts?",Refund_not_showing_up,Refund_not_showing_up
"I need confirmation that my refund has been received on your end; I initiated it days ago, but my available balance and statement haven’t updated—what’s the current status and expected posting window?",Refund_not_showing_up,Refund_not_showing_up
"A merchant told me they triggered a refund last Wednesday; since then, nothing has shown up—can you track the ARN, confirm the processor status, and tell me when the credit will hit my account?",Refund_not_showing_up,Refund_not_showing_up
refund still MIA on stmt—ETA?,Refund_not_showing_up,Refund_not_showing_up
No credit yet for my return—pls chk.,Refund_not_showing_up,request_refund
Refnd pending or posted? don’t see it.,Refund_not_showing_up,Refund_not_showing_up
Where’s my $ back? not in acct.,Refund_not_showing_up,extra_charge_on_statement
Refund? app shows nada—help.,Refund_not_showing_up,Refund_not_showing_up
I think someone is using my card without my permission—how do I stop it?,compromised_card,compromised_card
There are transactions I don’t recognize; can you freeze my card now?,compromised_card,compromised_card
My card may be compromised; what’s the quickest way to block it?,compromised_card,pin_blocked
I’m seeing suspicious charges—how do I report card fraud?,compromised_card,compromised_card
Please cancel my card immediately; I didn’t make these purchases.,compromised_card,card_payment_not_recognised
I think my card details leaked; how do I get a replacement?,compromised_card,compromised_card
Unauthorized activity on my account—how do I dispute these charges?,compromised_card,compromised_card
Looks like someone cloned my card; can you help me lock it?,compromised_card,card_linking
"I still have my card, but charges appear—what should I do?",compromised_card,card_payment_fee_charged
How do I confirm if my card was used by someone else?,compromised_card,compromised_card
"I received multiple purchase notifications for orders I never placed, and when I opened the app I found several unfamiliar transactions from another city; please freeze the card immediately, reverse the fraudulent charges, and issue a replacement.",compromised_card,direct_debit_payment_not_recognised
"My statement shows a string of late-night online payments I didn’t authorize, including merchants I’ve never used; I need the card blocked right away and guidance on filing disputes for every affected transaction.",compromised_card,card_payment_not_recognised
"There are contactless payments at stores I’ve never visited and timestamps when I was at home; this looks like card skimming—please stop further usage, start an investigation, and tell me how long refunds typically take.",compromised_card,contactless_not_working
"I just got emails confirming purchases I didn’t make, plus a travel booking to a destination I’m not visiting; suspend the card now and advise me on submitting proof so these charges get reversed.",compromised_card,direct_debit_payment_not_recognised
"Despite the card being physically with me, my account shows ATM and POS transactions in a different town; that suggests a cloned card—please lock the account, issue a new card, and open fraud disputes.",compromised_card,cash_withdrawal_not_recognised
"I noticed small “test” charges followed by a large purchase I don’t recognize; I suspect credential stuffing—freeze the card immediately, cancel any pending payments, and send instructions to complete a fraud affidavit.",compromised_card,direct_debit_payment_not_recognised
"My wallet wasn’t stolen, yet there are digital wallet transactions tied to my card; revoke any tokenized credentials, block the card, and help me dispute everything that isn’t mine.",compromised_card,compromised_card
"Push alerts just flagged transactions at merchants I’ve never used, plus a card-not-present order; please block further activity, start a chargeback, and confirm when the replacement card can be shipped.",compromised_card,direct_debit_payment_not_recognised
"I’m seeing fuel station authorizations in a region I haven’t traveled to in months; this looks like unauthorized use—lock the card, escalate to the fraud team, and advise next steps to recover the funds.",compromised_card,compromised_card
"There’s an international ecommerce purchase in a currency I don’t use; I need the card frozen now, a new card issued, and detailed instructions on documenting these charges for reimbursement.",compromised_card,direct_debit_payment_not_recognised
Card likely comp’d—seeing odd txns; pls frz & rplc ASAP.,compromised_card,exchange_via_app
Unk merch charges on acct—u/a activity? need block + dispute flow.,compromised_card,direct_debit_payment_not_recognised
Think my card got cloned; POS hits far away—stop usage now.,compromised_card,beneficiary_not_allowed
Alerts show CNP txns I didn’t auth; how to file frd claim?,compromised_card,exchange_via_app
"Have card in hand, yet ATM/POS debits appear—lock acct, next steps?",compromised_card,atm_support
My contactless stopped working—what should I try first to fix it?,contactless_not_working,contactless_not_working
Why isn’t tap-to-pay working on buses or in shops today?,contactless_not_working,contactless_not_working
Contactless payments fail everywhere; how do I re-enable them?,contactless_not_working,contactless_not_working
My card taps but the terminal rejects it—what’s wrong?,contactless_not_working,contactless_not_working
Why did the metro reader refuse my contactless payment?,contactless_not_working,contactless_not_working
I can’t get contactless to work anywhere—please help.,contactless_not_working,contactless_not_working
Is there a way to reset or refresh my contactless feature?,contactless_not_working,contactless_not_working
"Contactless used to work, now it doesn’t—how do I troubleshoot?",contactless_not_working,contactless_not_working
Do I need to turn something on to make contactless work?,contactless_not_working,contactless_not_working
My contactless is suddenly not working—what steps should I take?,contactless_not_working,contactless_not_working
"Today every tap-to-pay attempt has failed at different merchants, including transit gates and a grocery store; the terminals either time out or say “use chip.” What should I check, and how can I get contactless working again?",contactless_not_working,contactless_not_working
"My card is being declined specifically for contactless, while chip and PIN still work; could this be a security lock or limit, and what exact steps do I take to restore tap-to-pay capability?",contactless_not_working,contactless_not_working
"I tried multiple times to pay contactless, and the reader beeped but then showed “payment not allowed”; is there a setting on my card or in the app that disables NFC, and how do I re-enable it?",contactless_not_working,contactless_not_working
"Contactless worked yesterday, but today the validator on the bus and the supermarket terminal both refused the tap; is there a daily limit or a requirement to do a chip+PIN reset to re-activate it?",contactless_not_working,contactless_not_working
"I’m seeing “Try another method” every time I tap; could my card’s antenna be damaged, or is there an app setting I should toggle, and can you walk me through a step-by-step fix?",contactless_not_working,lost_or_stolen_phone
"The terminal accepts my partner’s card but not mine; I’ve tried three different stores—does contactless sometimes get blocked until I insert and enter PIN, and if so, how do I clear that block?",contactless_not_working,contactless_not_working
"After several small taps today, the next contactless payments started failing; if there’s a cumulative limit triggering a PIN verification, how can I satisfy it quickly and get tap-to-pay working again?",contactless_not_working,contactless_not_working
"Transit gates keep flashing red when I tap my card, yet my balance is fine; what common causes make contactless fail on transport, and how can I test whether the card’s NFC coil is damaged?",contactless_not_working,contactless_not_working
"My phone wallet taps work, but the physical card fails contactless everywhere; does that indicate a card hardware issue, and should I request a replacement or can it be reset without replacing?",contactless_not_working,contactless_not_working
"Every contactless attempt shows “Do not honor” while chip transactions succeed; is this a merchant setting mismatch or a card profile problem, and who can re-provision contactless so it starts working?",contactless_not_working,contactless_not_working
Tap fails everywhere—NFC dead? need fix ASAP.,contactless_not_working,card_not_working
"Taps beep, then “use chip”—what now?",contactless_not_working,lost_or_stolen_phone
Bus validator rejects card; contactless ok yesterday.,contactless_not_working,contactless_not_working
Contactless off? App toggle where?,contactless_not_working,contactless_not_working
Terminal says “payment not allowed” on tap.,contactless_not_working,beneficiary_not_allowed
Which countries are supported for sign-up and card delivery?,country_support,country_support
"Are cards available outside the UK, like the EU or the US?",country_support,country_support
Can a US resident apply for a card and use it domestically?,country_support,country_support
"Do you issue cards in EU countries such as Germany, Spain, or Portugal?",country_support,country_support
"If I live outside the UK, am I still eligible to get a card?",country_support,country_support
"Is the card usable worldwide, or only in specific regions?",country_support,card_acceptance
Can I open an account in Austria and receive the physical card there?,country_support,country_support
"Do you operate in the United States, and can you mail cards there?",country_support,country_support
Which countries does your service currently operate in?,country_support,country_support
Are there country restrictions on where you can deliver or activate cards?,country_support,country_support
"I’m relocating from the UK to the United States next month; can I still apply for a new card using my US residential address, and will the card function for everyday purchases and online transactions in the US?",country_support,country_support
"I hold EU residency in Germany but travel frequently to Switzerland and Norway; can I sign up in Germany, have the card shipped to my German address, and still use it reliably across Schengen and non-EU countries?",country_support,country_support
"I’m a Portuguese citizen living in Lisbon with occasional work trips to the UK and Ireland; could you confirm whether I’m eligible for an account, whether cards can be shipped to Portugal, and any regional limitations I should know?",country_support,country_support
"My legal residence is in France, but I’ll be spending six months in Canada; can I complete verification with a French address, receive the card in France, and then use it in Canada without restrictions or fees?",country_support,country_support
"I live in Greece and would like to open an account, receive the card locally, and use it for online purchases from US merchants; do you support onboarding in Greece and cross-border transactions outside the EU?",country_support,country_support
"I’m a US resident with a Social Security number and US mailing address; could you outline whether new sign-ups are allowed, how the card would be delivered domestically, and whether contactless and ATM access work nationwide?",country_support,contactless_not_working
"As an Italian resident who often works remotely in the Balkans, can I register in Italy, have the card delivered there, and rely on full app functionality and card acceptance while traveling in non-EU countries nearby?",country_support,country_support
"My spouse and I are moving from Ireland to the Netherlands; can we keep using our existing cards after relocating, and if not, can we re-apply in the Netherlands and have replacement cards shipped to our new address?",country_support,card_about_to_expire
"I’m based in the EU but will spend extended time in Southeast Asia; can I open the account from my EU country, receive the card there, and then use it in countries like Indonesia and Vietnam for point-of-sale and ATM withdrawals?",country_support,country_support
"Please provide a current list of countries where you support onboarding, card issuance, and shipping, and indicate any territories where you allow usage but not new account creation or card delivery.",country_support,country_support
US signup available or UK/EU only—what’s the rule today?,country_support,country_support
Operate in PT/DE/AT? Card shipping there?,country_support,card_acceptance
Non-UK resident here; can I still apply and get delivery?,country_support,country_support
"Card usable globally, or region-locked to EU/UK?",country_support,country_support
"Support in Greece and US, yes or no?",country_support,country_support
My card payment was declined and I don’t know why.,declined_card_payment,declined_card_payment
Why did the store reject my card today?,declined_card_payment,declined_card_payment
The terminal said “declined” when I tried to pay.,declined_card_payment,declined_transfer
My online payment failed—what’s the reason?,declined_card_payment,declined_card_payment
Why is every card payment getting refused?,declined_card_payment,declined_card_payment
Payment didn’t go through even though I have funds.,declined_card_payment,declined_card_payment
Card keeps getting declined at checkout—help.,declined_card_payment,declined_card_payment
Why was my card rejected for this purchase?,declined_card_payment,declined_card_payment
My card didn’t work in a shop just now.,declined_card_payment,declined_card_payment
Do you know why my card payment failed?,declined_card_payment,declined_card_payment
"I tried to pay for groceries this morning and the terminal kept flashing “declined” even after multiple attempts; I’m certain there’s enough money in my account, so what could be causing these refusals today?",declined_card_payment,declined_transfer
"My new card was refused several times at a petrol station despite entering the correct PIN and having plenty of balance available; can you check whether there’s a block, limit, or security flag on my account?",declined_card_payment,declined_cash_withdrawal
"I attempted to purchase concert tickets online and your system declined the transaction even though my billing address, CVV, and expiry were correct; can you explain what went wrong and how to make it succeed next time?",declined_card_payment,declined_transfer
"A contactless tap failed at the pharmacy, then I tried chip-and-PIN and that was declined too; is there some daily limit or security control that might be stopping legitimate payments on my card?",declined_card_payment,contactless_not_working
"My card worked yesterday, but today every attempt—contactless, chip, and online—was declined at different merchants; could there be a freeze, velocity limit, or verification issue that needs to be cleared on your side?",declined_card_payment,contactless_not_working
"I received multiple decline notifications while trying to pay for a flight, and the airline says the issuer refused authorization; funds are available, so is there a 3-D Secure or fraud check I need to complete?",declined_card_payment,declined_transfer
"While traveling, my card was rejected in a restaurant and then again at a museum gift shop; is there a location or merchant category restriction that would explain why these otherwise normal purchases were declined?",declined_card_payment,declined_card_payment
"My subscription renewal failed with a “payment declined” message, and the service will retry tomorrow; can you confirm whether anything on my card settings—limits, merchant blocks, or expired credentials—could be causing the problem?",declined_card_payment,declined_transfer
"I tried an online order twice and both attempts were declined within seconds; can you see if there’s a mismatch in address verification, name formatting, or currency settings that might be triggering an automatic refusal?",declined_card_payment,transaction_charged_twice
"At checkout the terminal asked for PIN after contactless, then still declined with chip; is there a temporary security hold after too many taps, and how do I restore the card so payments start working again?",declined_card_payment,contactless_not_working
Card says “declined” everywhere—what’s up?,declined_card_payment,declined_card_payment
"New card, first use, instant decline—why?",declined_card_payment,card_not_working
POS kept failing; funds OK; fix?,declined_card_payment,top_up_failed
Online checkout refused card; details right; help.,declined_card_payment,card_not_working
Multiple declines today—limit? freeze? what now?,declined_card_payment,top_up_limits
My ATM cash withdrawal was declined—why?,declined_cash_withdrawal,declined_cash_withdrawal
I tried to get cash but the ATM refused.,declined_cash_withdrawal,declined_cash_withdrawal
